,comment
4979,"На моем на стикере написано 2246 йен. 1300 рублей получается...
"
3410,"Мы друг друга поняли. В любом случае выигрывает букмекер...
"
14268,"Он всегда делал контент для умственно-отсталых дедей, просто, когда тебе он нравился, ты сам еще умственно-отсталым ребенком был.
"
489,"Изменила мужу шлюха. Всё просто.
"
7740,"Жанры нужны для тех, кто музыку ищет. Фактически он джазовый композитор и все, что он пишет - джазз. Это один жанр. В свою музыку исключительно ради интереса он запихивает все, что ему нравится - чиптюн, едм, элементы классической музыки, взбивая это всеми красками, которыми он захочет. Если в этом нет ничего такого, то кто пишет музыку интереснее?
"
8798,"Всё началось с разрушения Союза. Вообще-то Союз разрушили сами жители.Что хотели ,то и получили
"
3212,"я не разжигаю, не-не! И плюсцов от радостно улюлюкающей толпы.
"
10656,"Кто это? Что за сериал?
"
9930,"Да просто я сам в ночную смену проработал около 5 лет с графиком 6 1 и 5 2.
"
152,"называет Шарикова педофилом в 2к19-ом Чо, педофилия теперь срок давности имеет? Ща как представил, как тебе Шарий всунул свой грубый хуй в задний проход, когда тебе было всего 10, а ты через пять лет такой: Йееееех, ну это ж дувно было, ни пидафил!
"
889,"Сначала запретить въезд чуркам и выдворить уже приезжих, а потом уже уидем на сколько упадёт преступность в стране.
"
14336,"Соединенные Штаты это силы добра в регионе, наши намерения благородны.
"
6423,"Росстат сравнил уровень счастья: чувства, здоровье и социальное поведение. Доля одиноких заметно выше среди людей с низким достатком. Росстат провел исследование поведенческих факторов, влияющих на здоровье и социальное самочувствие россиян. Результаты опроса приводит РБК. Примерно половина малообеспеченных россиян 47 сообщили, что испытывают чувство одиночества. При этом доля женщин, чувствующих одиночество, почти в полтора раза больше, чем мужчин. Среди россиян с высокими доходами лишь 16,7 сказали, что ощущают одиночество. Доля респондентов со средними доходами, испытывающими одиночество, больше 23,8 . Тревогу по поводу будущего чаще испытывают граждане с низким и средним уровнем дохода 70 респондентов. Среди обеспеченных россиян таких 23 . Большинство россиян с высокими доходами считают, что без сомнений стоит заводить детей (45,2 ). Среди граждан со средними и низкими доходами таких меньше 39,3 и 29,6 . Процент респондентов, полагающих, что им не стоит заводить детей, среди малообеспеченных граждан 22 . В рацион граждан с низкими доходами чаще всего входят картофель (85,6 ), хлеб (83 ), крупы и макароны (82,8 ), молочные продукты (72,6 ). Россияне со средними доходами ежедневно едят мясные продукты (87,4 ), овощи и фрукты (83,8 ), картофель (83,8 ) и хлеб (79,1 ). Для граждан с высокими доходами основные ежедневные продукты свежие овощи и фрукты (87,6 ), мясо (87,3 ), молочные продукты (74,5 ), крупы и макароны (74,8 ) и рыбные продукты (71,4 ). Заболеваемость у граждан с низкими доходами выше, чем со средними и высокими доходами. Например, гипертоническая или ишемическая болезнь сердца встречается у бедных в два раза чаще, чем у россиян с высокими доходами. Потребление алкоголя практически не зависит от уровня доходов: 77,3 граждан с высокими, 83,1 со средними и 80,5 с низкими доходами. Исследование Росстата проводилось в октябре 2018 года во всех регионах России. Интервью прошли респонденты из 15 тысяч домохозяйств. Доходы настолько малы, что все уходит на питание .
"
11274,"Я сам интроверт 1-2 раза куда-то по-настоящему вырываюсь (на работу - не в счёт), чтобы развеяться. Например, в соседний парк.
"
269,"Если такое мнение тебя утешает - можешь продолжать верить в него, тут нет ничего постыдного. Вмешиваясь в комментирование я лишь предположил, что здесь кто-нибудь хотел узнать фактическое положение вещей, а не просто выразить плюсиками солидарность сходным поверхностным воззрениям.
"
96,"Э че бля а? Ты че нах бл иди сюда епты.. Ты за царя гнида? Я тя щас грязь растопчу хуесос ептыбля
"
7676,"масложорство... Короче, ни удовольствия, ни экономии)
"
12016,"Зарплаты увеличились, производительность труда при производстве оружия намного не возросла, потому и цены остались сравнимыми.
"
6713,"А как насчёт фз что можно публиковать нарушения ,или оскорбления полицейского при исполнении уже не преступление ? Странно ввсё это...
"
13252,"при приемке вскрывать и мерить стенку. Если не совпадает пишите сразу типовой акт и звонок менеджеру.
"
3885,"В фильме с Арнольдом они вообще перенесли всё в Америку, но при этом устроили какую-то совсем нелепую катастрофу на высоте 3 км, совершенно не объясняя что там самолёты делали и почему один летел на восток не на своём эшелоне.
"
9991,"Как в комментариях выше: контакт для связи.
"
13159,"Сомневаюсь что это что-то новое - все внутренние команды у них заняты - Старфилд, ТЕС6, поддержка онлайна, карт и прочего. или вообще Fallout Tactics 2 Спорно слишком - тактические рпг особо не популярны, а в первый тактикс все еще любят плеваться.
"
9764,"350 грамм упаковка... Сама в шоке от объемов
"
7710,"Вот первая страница поиска Гугл по КТМ. Про трамваи я не в курсе. Как и Гугл...
"
12820,"На Авито рублей по 100-300 такие.
"
1067,"Наши точно такие же ненастоящие, если не брать конечно ламповые советские. Детских актеров берут зачастую по знакомству, даже не глядя, и ребенок в кадре не может убедительно засмеяться или заплакать. Да и взрослые часто переигрывают, да так, что становится стыдно, хотя играют они."
7500,"Почему только зарубежные, мы с месяц назад на предприятии ездили в аграрный смотрели камеру 3D для снятия модели объектов, и вполне не плохой 3D принтер высотой метров 5. Классная вещь.
"
5195,"Бред, в том что берется не разъем, который стоит около ста рублей, в который не разу не герметичненько вбиваются провода, а пара пассивных инжекторов за двести, хвостик которого у Вас и подгнил, и один из них запаивается в корпусе камеры, а то что Вы сделали типичный тяп-ляп, про три рубля-обычный фразелогизм
"
2760,"Фрэд, иди нахуй, не пойдём на твой ссаный концерт
"
6221,"Витезславу Пивоньке было сделано А Сисянославу Пыньке ничего не сделали?
"
6407,"Что ты чмоха, который хомяк. МД которому нужны пруфы, тебе их дали, но ты стал маняврировать ой да чмоэстро подал аппеляцию, так что пока не проиграл , а до этого были, что он не проиграл и проиграть не может. Пиздец ты жалкий, хуже пидорахи-чиновника.
"
715,"Ахах! УДАЛЯТЬ ПОСТЫ! ЛОЛ!
"
4059,"Можно еще вкинуть, и купить чуть побольше, ну или 2 игрушечных домика сразу в ипотеку взять
"
13900,"Можно и страну переименовать. ПУССИЯ
"
13826,"мусоровоз обшитый рельсами, просто мечта выживача
"
14358,"Когда я впервые бухнул джина с тоником в 6 классе, мы его покупали в ЧП ларьке возле трамвайной остановки на окраине города. Сейчас хер таких ларьков найдешь, всюду сетевки, а в них камеры, нанятый персонал, которому плевать на продажи и профиты компании, но не плевать на должностные инструкции.
"
4565,"Засполейрить сложно потому что самому бы ещё разобраться. Перед прохождением аутоматы смотрел 3 больших ролика про сюжет предыдущего нира и изначальных игр(дракенгарт вроде). Дак вот, до сих пор когда пытаюсь осознать сюжет аутоматы в целом в голове просто начинается дикий бардак, вроде по отдельности эпизоды и сюжетные ходы понятны, а собрать их в одну целую картину с логическим объяснением довольно сложно.
"
12852,"Клуб Кокалерос Колумбии
"
1798,Пишу в эпичном треде А сойбой - хуесос
461,"Где я такое кричу, шизик? Я просто рад разъебу очередного социалистического гнойника. Алсо, сербы доебали не только муслимов, а вообще всех, начиная от хорватов, словенцев и македонцев, заканчивая практически теми же самыми сербами, которые предпочли называть себя черногорцами. Сербы тогда играли роль народа-фашиста, а Югославия - тюрьму народов. А ты, дырявое лахтинское уебище, пытаешься представить этот конфликт как войну хороших христиан с плохими мусульманами, на такое поведется только совсем не знающий историю даун, ну либо комнатный фашист, изучающих историю по форчану. В любом случае, ссу тебе на личико.
"
5373,"И в 2 и 3 года он прям был такой разумный?
"
2944,"Вот пидарасы! Ну ничео перед ЖЕНЩИНОЙ они ещё встанут на колени!
"
9987,"Ну тогда вы должны знать, что при готовке на одного и на трех (к примеру) человек идёт разный расход продуктов. Я когда одна жила могла поужинать булочкой с чаем. Детям надо готовить каждый день, их булочкой с чаем не успокоить. Даже сезонные фрукты стоят от 100 рэ за килограмм...
"
10061,"Может хватит шлюх рисовать?
"
13681,"Китай содержат страны первого мира, в первую очередь США. Сначала перевозят в Китай заводы, затем учат китайцев на них работать, и в итоге покупают результаты их труда.
"
9537,"финик больше 2000 кг. мой qx 70 весит 2100, а там qx80 он вроде 2200
"
4791,"Нас летом друзья зовут на пару дней в Минск прокатиться, блин всё ещё думаем
"
5271,"Вот про эти сопки .... По этому у нас очень много машин в городе. Потому что пешком вверх пердячить (400-600 м примерно) от точки А до точки Б не каждый решится. Устаешь быстро. А летом гулять при высокой температуре воздуха и влажности 100 ? Вот и бесятся неместные, потому что для них это настолько неудобно и некомфортно. Я то к таким условиям привыкла и, откровенно говоря, мне нравится. Гуляю с удовольствием. В Москве вообще равнина, серые здания, скукота такая.
"
5848,"Чернь в комментах потешается над подгоревшим пятаком.
"
5024,"Меняли с пурины на Hill s и гипоаллергенный
"
7470,"катиться вниз всегда проще, чем идти вверх... к сожалению.
"
1214,Залипательная хрень ) ЗЫ в космосе тряска нинужна
1372,"Все верно глаголишь. Ни на что не намекаю...но в 2 года, зимой, в лужу, жопой...а это ещё кто то и снимает. И ничего не делает. Мрак."
243,"Я, дурачок, купил. Игра гавно, однообразно как и все последние высеры биотех, упоминание в посте Dragon age - origins, кощунственно.
"
4039,"У петушков в телевизоре куда ни плюнь - всюду провокации.
"
7961,"Начальники получают в разы больше подчиненных - вот это поворот. Никогда такого не было и вот опять. ЕА, Близарды, Активижн - тут название компании значения не имеет. Это система такая. Капитализм называется
"
7255,"Мы раз тоже возвращали документы, работала на заправке и мужик паспорт забыл, посмотрели адрес прописки, позвонили в справочную узнали его номер и вызвонили.
"
10991,"Или у вас савдеповский таз, или я хз, но инструкции к авто я в глаза не видел в новых машинах.
"
1679,автор не понимает смысла слова адекватность орать как рарич когда у тебя батхерт - адекватная реакция
12042,"Спасибо , надо попробовать . Только я не понял где оно скапливается?
"
7586,"Быдло сестра называет девушку парня тупой шлюхой, а та ещё и извиняется..
"
9504,"Запуск вертолёта береговой охраны.
"
648,"сифак??? ты с украины??? у вас там корь, чесотка, блендерный гепатит, бытовой сифилис и просто рагулизм разжижение головного мозга ну не повезло вам, не повезло, сочувствую конечно нет, ору с тебя
"
11430,"Заведующим отделения для безмозглых влагалищ в ПНД.
"
10835,"Много общаюсь с людьми которые жили в СССР с дамами и джентльменами. часто диссидентами, много разговоров о быте, образовании. Для меня было шоком узнать о том что до 60года вообще не было туалетной бумаги например. Еще более шоком было узнать о том,как им-детям интеллигенции было запрещено образование получать, о том как расстреливался и ссылался цвет нации. о том как великие умы творили несмотря ни на что, сходили с ума и поканчивали с собой. О так называемом коммунизме для своих, мало кто знает о том что в СССР было 2 валюты и специальные магазины куда пролетариат не мог попасть даже имея на руках билеты внешторгбанка. откуда вы их взяли товарищпройдемте
"
4409,"Мне кажется, трухлявое говно мамонта прочее этого столба.
"
155,"Ванька, пиаришь свой убогий кривой сайт и все кто с тобой несогласен( а тобой несогласны все, кроме одного анана из 2016 года) называются модераторскими подсосами.
"
3428,"Обычная становая, ну разве что присесть поглубже надо. Любой, полгода занимающийся в зале, мужчина осилит.
"
11645,"Увидев домен .rzd подумал, что РЖД купила себе домен первого уровня, а потом только понял, что домен внутренний.
"
9495,"То было непростительно, но давно это было. Ну конечно все уже бэкапится, точнее в принципе работается через хотя бы гитхаб, ну и подобные сервисы. А тогда я работала в молодой и маленькой студии, и новые инструменты привносила в работу преимущественно я.
"
1150,Это больше похоже на правду
3047,"ну и конечно же совковая привычка, когда подтирали жопу газетам Думаешь у пидорашек на Украине до сих пор совковые привычки? Видимо, у Киевской Руси своя стать. Никуда, бумага остаётся в складках, образуя духовность на планете Просвинин.
"
14089,"Теперь хохлов бкдкт травить анашой, чтобы не пиздели на барина.
"
1046,"Так победил все-таки толерастный фильм, но без пантеры. ;)"
9832,"20-30 грамм АС в сутки , лучше дробно .
"
1306,"Ну, на картинке Оскар Уайлд, а если это сопостваить с нашей беседой... :)"
10119,"Про налоги с зарплаты в Китае я писал неоднократно. Все делают всё возможное ,чтобы их не платить. Зарплата 555 баксов в месяц (стандартная 6-ти дневная рабочая неделя при 22-х днях в месяц) - это слишком хорошие деньги для провинции. Эти деньги могут показывать в отчётах Эплу, но не платить по факту.
"
13783,"Долбоёб? Она ньюфак ютуба и ещё до сих пор популярна
"
7906,"у меня все за 501, плачу 600с хуем и инетрнета у меня нет, отключили
"
11631,"Знаю о чем говорю. Нет никаких услуг и подписок и быть не может. Это особенность оператора
"
12313,"Короче не нашёл, походу удалили, фейк был наверное. Обидно, так хотелось утереть твой неверующий нос, ты б знал) остывающий пукан трещит со звуком как потрескивает заглушенный двигатель на морозе
"
2244,"Чет даже как то стыдно за хохлов. Уже даже лднр-совок стал культурно продвинутее. Скоро порох переизберется и из феодального скакнут в родоплеменной строй нахуй.
"
11328,"Все никогда не бывает справедливым, но познается в сравнении. Хорошо, что СССР вспомнили.
"
15,"хорош врать, ты террорист-торчёк-шизофреник пруф: а вот без костюма да чутка учёный, миллиардер, филантроп
"
11730,"Я один вижу, как уголок пытается себе отсосать?
"
13609,"Почему этот новиопский вырожденец хрюкает на славянские народы?
"
13171,"Я и такое тоже ремонтировал. Жаль, нет того фото, где я восстанавливал переходы с верхнего слоя на нижний. У нас не плохо платят за такую работу.
"
2669,"Не сказал бы, что засунуть пять книг в один фильм было хорошей идеей К сожалению пока не читал, но обязательно прочту, исторические романы- лучшее
"
9552,"Ну, наверное, те кто ехали спереди - могут вытащить тех кто сзади. Я, често хз, чем они руководствовались. На мой взгляд, сейчас вообще в авто, да и не только часто бывают технологии ради технологий. Вот в некоторых машинах вместо стандартного рычажка на двери кнопка чтобы ее открыть. Нафига оно надо? При этом один хрен где-то спрятана механическая ручка.
"
1844,А зачем обязательно в ппц неудобной позе сидеть? От того что человек естественно сядет рисунок только выиграет.
3098,"В институте предстоял экзамен, но шумной компашкой мы смотрели хокейный матч в прямом эфире и пили водку. С самого утра я был в институте со всеми симптомами похмелья и в аудиторию где был экзамен я поехал на лифте и по счастливой случайности преподаватель тоже, пока мы поднимались на нужный этаж, выяснился тот факт что наша группа сдаёт во второй половине дня, в след за этим фраза: Давай зачётку
"
1612,Студент с бабками - хуевый студент
8689,"Вы написали ни о чём, вроде всё правильно, но трактовка настолько расплывчатая что можно сказать отчасти вредна. Помните про водительское удостоверение как было, например как можно полноценно удостовериться что паспорт и записи в нём подлинные.
"
11032,"Не без этого. Про закон- у нас часто так происходит.Недавний пример,который вспомнил,ЕОСАГО,техосмотр в частных руках.Закон был уже,а пунктов ТО не было,сайты страховых полисы не продавали.И до сих пор без пинка от центробанка еле шевелится.Или сертификаты на доп.образование детей.Приняли,но до сих пор,с лета 18 го года никто не понимает что это.И всё работает не через голову а как всегда.
"
7108,"Видеорецепта нет, к сожалению
"
12803,"Вот расположение. Только я не местный, так что совершенно не представляю, как туда добираться своим ходом.
"
1337,"Блин, я так под прошлый конец света набрал кредитов, думал отдавать не надо будет, а эти рептилойды меня так подвели"
11825,"Они хуже животных) только колючая проволока даёт шанс удержать зверей за решёткой xD
"
1478,Я с женой давно не парюсь. Первое время покупали друг другу фигню сейчас заказываем конкретные хотелки.
13699,"что то не сходится. Пидорашко - хохлофамилия, пидорашка - это ты. Вот видишь, пидорашка, все сходится.
"
9287,"Один раз ТЕН прошило,и рубашку пробило,ещё его нужно чистить от всякого дерьма которое накапливается внутри,водичка у нас так себе
"
542,"Конечно, конечно! Ты прав! Ой, какой я тупой... Извините, больше не позволю высказывать свое мнение, и свои знания. Как недальновидно-то...
"
12921,"Ватерпик лучший, на мой взгляд. Было несколько разных, вот он служил дольше всех, и мотор тянул без проблем, куча насадок. По случайности обломился шланг, сам восстановить не смог, в остальном всё работает
"
4074,"Не кучу, а всего одну контролируемую группу, счет-то идёт не на количество бактерий, а на количество штаммов. И велика ли разница - знакомиться со 150 штаммами, или со 151? А гепатит В - и вообще не цельная вакцина, только обломки белкового компонента вируса.
"
431,"Автор, не в обиду, я прожила 4 года в Волгограде. У вас концентрация быдла огромная, а чиновники одни из самых охуевших в РФ.
"
6771,"Ну для Китая это не супер касса 600 млн, подумаешь, считай 100 млн. Китайцев сходили в кино)
"
8920,"развлечение Тогда наши киноделы должны еще и приплачивать сверху за ненадлежащее качество
"
13576,"Вот это оперативность.. в ситуации со списанием разобрались - программная ошибка. Но тем не менее, пожалуй, останусь при своём мнении. Согласитесь - безлимитный интернет и платный безлимит для некоторых приложений это всё же разные вещи! Что касается раздачи - мне она не была нужна в принципе. Я понимаю, что это не Ваша вина - жизнь такая, видимо.. в ВК стала платной музыка, у вас пропал безлимит, а молоко разливают по 900.. роуминг ещё не появился внутри РФ?
"
12604,"Получается, в долгосрочной перспективе Дио всё же победил?
"
14208,"Модератор срочно потри пост, против травли женщины, если ты ещё человек!
"
2561,"пиздец как же я ненавижу женщин
"
9529,"Сам год не пил после такой кодировки. Что-то кольнули-капля спирта-паралич дыхания-откачали. И с тех пор пью куда как меньше. Вхламину уже давным-давно не было, так, по пятницам иногда. И пусть говорят, что это плацебо . Лично со мной сработало. Пусть не в полной мере, но по любом случае, проблем, связанных с алкоголем, типа увольнений с работы и семейных разборок с последующим разводом, уже нет.
"
3606,"Сел цыган на цыпочки и сказал ЦЫПЛЕНКУ цыц.
"
2877,"Учитывая отсутствие института репутации у историков в нашей стране, их похвалы мало что значат если это не похвалы Маэстры, конечно
"
4415,"На сигареты не минималка а цена за которую их только и можно продавать, не дешевле не дороже.
"
1031,"Чем дальше читаю комменты, тем сильнее убеждаюсь, что меня в армии по части жратвы 2 года круто наёбывали ("
6121,"Пора бы уже запомнить!
"
6285,"Ладно, хорошо, аборт это плохо, но тогда нужно вовсе Недпускать рождения детей в некорректных условиях.
"
1110,"Понятное дело, всё интересное он уже собрал с тебя)"
1888,Браво! Олег Ссаколов еще и грубо послал Гуру в 2000 году
11742,"Готовьте или накладывайте меньше. Чесслово, если вкусно - я лучше за три раза доем одну порцию или три раза съем по чуть-чуть, чем за раз эту кучу съем. Отдельная тема это готовить кучу еды, но не звать гостей спецом, типа ну может быть тётя Мотя зайдёт . У нас так на нг постоянно. Пять лотков грёбаного холодца, который ест только мама, индейка с картошкой, оливье, рыбный салат, который, опять же, только мама и дядя едят. И каждый год за ночь съедается в лучшем случае половина. Потому что после салата и индейки надо ещё оставить место под тортик, который уже пропитался. И каждый год что-то да пропадёт в итоге, несмотря на то, что я друзей привожу и мать на работу берёт или тоже подруг зовёт.
"
9719,"Недавно зашел на яндекс деньги. Ровно то же самое. Я правда не заходил на него пару лет. И всего то хотел закинуть деньги с карты и перевести автору за книжку. Пукан горел пару часов это точно.
"
753,"рашковане говнобыло пидаранские выблядки я не какел, вата, не какел я
"
3049,"открытому пиздабольству детектятся именно русские Это факт, и ты это подтвердил постами выше, дегенерат. то, что ты не руссачок С хуя ли я русня? Скорее хохлом завовусь, чем скотоублюдком.
"
8151,"Не новое и не навязанное. Вкус только обжаренного кофе, и простоявшего в пачке на складе пол года, кардинально отличаются.
"
10820,"Я вообще по первому фото подумал, что тартар переименовали.
"
562,"Редко встречается сборка сложного механизма с ноля в одном цеху. И крупноузловая сборка не может считаться признаком отсталости. Металл это не обязательно сырье. Прокат или арматура это законченный продукт. Оцинкованная сталь это почти готовый продукт. Её нужно только спрессовать. Производство руллона холоднокатанной стали из руды и угля это сложный трудоемкий процесс. И денег на этом поднимается немеренно. Собственно топ 2 российского форбса это металлурги.
"
6542,"Совершенно верно, большенство приколов про Колю, это переделанные про Чака.
"
8093,"Боюсь, что даже в том фильме настолько низких температур не было.
"
4764,"Что они должны переосмыслить, хайэнд контент перенести в начало?
"
3562,"Конкретнее давайте, континент какой??
"
8444,"Если бы вы жили на побережье и местные рыбаки занимались незаконным выловом рыбы в терр. водах другой страны, может красная рыба для вас и стоила бы дешевле курицы
"
2516,"Что тут у нас, снова перевод стрелок? переводит стрелки Чёт в голос с русачка
"
2962,"долбоебы, лезущие в опасные места ебаные ублюдки альпинисты создают своим неадекватным поведением по итогу проблемы не только своим родным и близким, но и вообще всем вокруг больным людям нехуй делать Ох уж эти визги тепличных корзинок. Ваши предки, полезшие в заснеженные рашкинские болота и выжившие среди этой грязи, медведей и комаров с единственным изобретением - факелом, харкают вам на ебало, никчемные вырожденцы.
"
12645,"А на видео этого не видно, тем более чтобы не проехать по встречке хотя бы метр это уже надо въезжать на нее под 90 градусов к разметке. Выезд одним колесом на встречку трактуется как встречка, следовательно разворот колеса могут посчитать как проезд по встречке хотя бы одного-двух метров, а потом выполнен маневр в виде поворота . Это уже потом тебе доказывать что не так было.
"
5374,"Так главная задача домашнего изобретателя и конструктора это из говна и палок, я могу спроектировать установку с офигевшим внешним видом крутой технологичностью и использованием модных материалов но её цена взлетит в 4 раза, а КПД хорошо если на пол процента.
"
5396,"Хорошее блюдо, но масло достаточно много уходит, поэтому иногда можно готовить но не часто
"
9394,"Установил неделю назад , пока что доволен . Зарядка без потребителей 14.4 , с дальним , печкой , поворотами 13.8. Это в среднем положении.
"
3462,"Посмотрите на ютюбе канал freshlife28. Там много полезной информации.
"
10989,"О воен нарисовался. Привет воен . Что у тебя пукан так забомбил? Что на твой персональный праздник покушаются? Что ты с автоматом попрыгал, а все кто нет, типа не мужики? Пиздец, что у людей в голове. Я тебе открою маленькую тайну, защитником является уже хотя бы тот, кто налоги платит (да да на них и армия в том числе содержится). А если смотреть чуть дальше кокарды, то вообще все мужчины, так или иначе.
"
7751,"Так то делают такие операции...
"
4225,"Японцы еще больше майонеза добавляют везде чем у нас
"
144,"Двачую этого. Свиньи уже в наглую пиздят что их тут нет и что они не срут в по мойке
"
5056,"Контент и потраченное часы это разные вещи все таки. В Ассасин Одиссеи сайд квестов часов на 100 , но контентом их трудно назвать, потому что под копирку
"
2895,"очень жду этого, надеюсь наша содержанка нас порадует топ контентом)
"
7813,"к сожалению почти все молодые девушки сейчас такие, причем замечу и в реальности с ними тоже знакомиться очень сложно, ибо девушек впринципе сейчас мало, и с ними знакомяться все кому не лень везде и всюду
"
10955,"А мне кажется просто терапевты подохуели, например у меня сломался домофон, дома я с полугодовалым ребенком, внизу повешено объявление с просьбой не закрывать дверь т.к. ждем врача. Кто то случайно или специально закрыл дверь. Дальше врач мог бы набрать меня по телефону или набрать в домофоне соседнюю квартиру. Лет 20 назад на подъездах вообще стояли замки с ключом, и ничего врачи приходили попадали к пациентам. Сейчас врач может таким образом вообще не посещать пациентов, говорить например я в домофон 5 раз звонила- никто не открыл, при этом может заниматься своими делами. Ещё тему бахил надо сюда добавить. Про обязательные бахилы в поликлиннике и про врачей которые обутые ходят по квартире где есть маленькие дети, и отказывающиеся одевать специально для них купленные бахилы.
"
905,"Думаю мысль мою поняли. Ну, а безграмотность, что поделать, плохо учился я русскому. С закономерной тройкой, школу покинул.
"
5192,"У меня проектор с али на андроиде 4.4 Скажите, он будет продолжать работать? Там андроид какой то обрезанный, но ютуб и плеймаркет вроде как работают худо-бедно.
"
12172,"В National Geographic Traveler ( 68, февраль март 2019). Наверное
"
235,"жители Украины------ украинцы, а не хохлы
"
13349,"А цена такой теплички, по отношению к другим? Кстати я себе подобную купил - каплю. У нас таких ни у кого нет. Надеюсь, что снег на такой не задержится в принципе.
"
